transaction_id,transaction_date,transaction_time,product_id,product_name,product_category,unit_price,quantity_sold,quantity_returned,final_quantity,discount_percentage,revenue,branch_id,branch_name,branch_city,branch_region,employee_id,employee_name,employee_position,payment_method,customer_id,customer_name
453,2024-02-07,00:00:00,66,Lotion,Personal Care,13.84,1,0,1,0.18,13.84,1,Downtown,New York,East,19,Matthew Foster,Cashier,Gift Card,,
454,2024-02-25,00:00:00,3,Yogurt,Dairy,27.18,8,0,8,0.09,217.44,3,Northgate,Chicago,Midwest,3,Allen Robinson,Manager,Mobile Payment,426.0,Kerry Chavez DDS
455,2024-05-29,00:00:00,53,Pizza,Frozen Foods,30.96,3,0,3,0.1,92.88,5,Eastville,Miami,Southeast,5,Kevin Pacheco,Sales Associate,Credit Card,,
456,2024-01-18,00:00:00,44,Crackers,Snacks,25.19,4,0,4,0.03,100.76,4,Southcenter,Houston,South,20,Derek Wright,Stocker,Cash,441.0,Michael Farrell
457,2024-01-25,00:00:00,65,Deodorant,Personal Care,40.49,3,0,3,0.12,121.47,4,Southcenter,Houston,South,5,Kevin Pacheco,Sales Associate,Cash,,
458,2024-05-03,00:00:00,65,Deodorant,Personal Care,40.95,3,0,3,0.11,122.85,1,Downtown,New York,East,3,Allen Robinson,Manager,Cash,,
459,2024-04-04,00:00:00,56,Meals,Frozen Foods,7.96,1,0,1,0.09,7.96,5,Eastville,Miami,Southeast,14,Timothy Wong,Cashier,Mobile Payment,,
460,2024-05-27,00:00:00,49,Tuna,Canned Goods,18.71,2,0,2,0.05,37.42,3,Northgate,Chicago,Midwest,19,Matthew Foster,Cashier,Credit Card,,
461,2024-05-19,00:00:00,11,Cake,Bakery,36.76,7,0,7,0.0,257.32,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Cash,61.0,Patricia Le
462,2024-02-22,00:00:00,67,Razors,Personal Care,6.35,6,0,6,0.02,38.1,1,Downtown,New York,East,13,Holly Wood,Cashier,Mobile Payment,130.0,Jesse Perez
463,2024-05-24,00:00:00,34,Juice,Beverages,36.59,6,0,6,0.2,219.54,5,Eastville,Miami,Southeast,14,Timothy Wong,Cashier,Mobile Payment,,
464,2024-05-03,00:00:00,53,Pizza,Frozen Foods,30.62,3,0,3,0.11,91.86,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Debit Card,,
465,2024-01-31,00:00:00,45,Chocolate,Snacks,32.71,4,0,4,0.14,130.84,4,Southcenter,Houston,South,5,Kevin Pacheco,Sales Associate,Credit Card,261.0,Jesse Perry
466,2024-01-14,00:00:00,52,Fruit,Canned Goods,29.87,3,0,3,0.13,89.61,3,Northgate,Chicago,Midwest,18,Daniel Hahn,Stocker,Cash,,
467,2024-01-23,00:00:00,61,Soap,Household,39.28,2,0,2,0.07,78.56,5,Eastville,Miami,Southeast,14,Timothy Wong,Cashier,Gift Card,197.0,Jeffery Ortega
468,2024-03-14,00:00:00,52,Fruit,Canned Goods,29.18,10,0,10,0.15,291.8,5,Eastville,Miami,Southeast,17,Crystal Johnson,Stocker,Credit Card,225.0,Christian Leblanc
469,2024-03-14,00:00:00,2,Cheese,Dairy,18.97,4,2,2,0.12,37.94,2,Westside,Los Angeles,West,17,Crystal Johnson,Stocker,Cash,336.0,Ronald Davis
470,2024-03-11,00:00:00,1,Milk,Dairy,9.88,7,0,7,0.08,69.16,2,Westside,Los Angeles,West,3,Allen Robinson,Manager,Gift Card,8.0,Parker Cain
471,2024-03-13,00:00:00,9,Muffins,Bakery,5.34,9,0,9,0.07,48.06,1,Downtown,New York,East,18,Daniel Hahn,Stocker,Debit Card,494.0,Laurie Hoffman
472,2024-05-27,00:00:00,25,Sausages,Meat,28.38,1,0,1,0.08,28.38,4,Southcenter,Houston,South,13,Holly Wood,Cashier,Cash,258.0,Bryan Gomez
473,2024-05-11,00:00:00,38,Beer,Beverages,6.72,5,0,5,0.16,33.6,3,Northgate,Chicago,Midwest,4,Cristian Santos,Sales Associate,Gift Card,227.0,Nicole Parrish
474,2024-03-03,00:00:00,49,Tuna,Canned Goods,17.93,6,0,6,0.09,107.58,5,Eastville,Miami,Southeast,16,Margaret Hawkins DDS,Sales Associate,Mobile Payment,,
475,2024-03-07,00:00:00,4,Butter,Dairy,32.07,2,0,2,0.16,64.14,4,Southcenter,Houston,South,4,Cristian Santos,Sales Associate,Credit Card,118.0,Tracy Burke
476,2024-05-12,00:00:00,41,Pretzels,Snacks,20.89,9,5,4,0.05,83.56,4,Southcenter,Houston,South,12,David Garcia,Cashier,Cash,384.0,Kenneth Lewis
477,2024-02-15,00:00:00,44,Crackers,Snacks,24.93,8,0,8,0.04,199.44,1,Downtown,New York,East,18,Daniel Hahn,Stocker,Gift Card,485.0,Courtney Rodriguez
478,2024-03-01,00:00:00,25,Sausages,Meat,29.62,4,0,4,0.04,118.48,4,Southcenter,Houston,South,7,Gabrielle Davis,Cashier,Credit Card,,
479,2024-01-31,00:00:00,46,Candy,Snacks,7.39,2,0,2,0.13,14.78,2,Westside,Los Angeles,West,4,Cristian Santos,Sales Associate,Gift Card,439.0,Holly Farmer
480,2024-03-21,00:00:00,6,Eggs,Dairy,11.99,8,0,8,0.18,95.92,4,Southcenter,Houston,South,12,David Garcia,Cashier,Gift Card,,
481,2024-03-12,00:00:00,63,Shampoo,Personal Care,17.0,7,0,7,0.12,119.0,2,Westside,Los Angeles,West,17,Crystal Johnson,Stocker,Cash,217.0,Renee Bruce
482,2024-05-08,00:00:00,62,Cleaning Supplies,Household,26.52,6,0,6,0.14,159.12,5,Eastville,Miami,Southeast,2,Megan Mcclain,Cashier,Credit Card,62.0,Sabrina Austin
483,2024-01-03,00:00:00,67,Razors,Personal Care,5.96,1,0,1,0.08,5.96,4,Southcenter,Houston,South,11,Amber Perez,Assistant Manager,Cash,314.0,Allison Hickman
484,2024-03-08,00:00:00,34,Juice,Beverages,37.05,4,0,4,0.19,148.2,2,Westside,Los Angeles,West,18,Daniel Hahn,Stocker,Debit Card,256.0,Debra White
485,2024-04-05,00:00:00,55,Vegetables,Frozen Foods,6.08,6,0,6,0.06,36.48,2,Westside,Los Angeles,West,14,Timothy Wong,Cashier,Credit Card,295.0,Ellen Morgan
486,2024-03-01,00:00:00,30,Crab,Seafood,38.92,9,0,9,0.08,350.28,1,Downtown,New York,East,9,Valerie Gray,Cashier,Credit Card,,
487,2024-02-15,00:00:00,20,Chicken,Meat,15.7,7,0,7,0.2,109.9,4,Southcenter,Houston,South,1,Allison Hill,Cashier,Gift Card,162.0,Sergio Knight
488,2024-05-23,00:00:00,63,Shampoo,Personal Care,16.62,10,2,8,0.14,132.96,3,Northgate,Chicago,Midwest,9,Valerie Gray,Cashier,Cash,131.0,Charles Schultz
489,2024-03-26,00:00:00,61,Soap,Household,37.59,5,0,5,0.11,187.95,1,Downtown,New York,East,15,Nicholas Martin,Sales Associate,Debit Card,211.0,Paul Lewis
490,2024-02-20,00:00:00,16,Tomatoes,Produce,25.48,10,0,10,0.13,254.8,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Credit Card,,
491,2024-05-10,00:00:00,37,Energy Drinks,Beverages,18.55,8,0,8,0.09,148.4,3,Northgate,Chicago,Midwest,11,Amber Perez,Assistant Manager,Cash,147.0,Glen Wood
492,2024-03-27,00:00:00,60,Detergent,Household,38.86,7,0,7,0.11,272.02,2,Westside,Los Angeles,West,6,Melissa Peterson,Sales Associate,Cash,176.0,Paula Bradley
493,2024-03-15,00:00:00,30,Crab,Seafood,38.92,5,0,5,0.08,194.6,3,Northgate,Chicago,Midwest,11,Amber Perez,Assistant Manager,Mobile Payment,,
494,2024-04-25,00:00:00,47,Soup,Canned Goods,33.04,7,0,7,0.17,231.28,5,Eastville,Miami,Southeast,17,Crystal Johnson,Stocker,Credit Card,,
495,2024-02-12,00:00:00,33,Soda,Beverages,13.98,7,0,7,0.01,97.86,1,Downtown,New York,East,7,Gabrielle Davis,Cashier,Mobile Payment,14.0,Anthony Moore
496,2024-01-27,00:00:00,51,Tomatoes,Canned Goods,42.32,5,0,5,0.02,211.6,5,Eastville,Miami,Southeast,3,Allen Robinson,Manager,Mobile Payment,127.0,Megan Nelson
497,2024-02-03,00:00:00,37,Energy Drinks,Beverages,20.19,9,0,9,0.01,181.71,4,Southcenter,Houston,South,5,Kevin Pacheco,Sales Associate,Debit Card,,
498,2024-05-18,00:00:00,42,Popcorn,Snacks,19.95,5,0,5,0.03,99.75,4,Southcenter,Houston,South,15,Nicholas Martin,Sales Associate,Gift Card,306.0,Karla Ramos
499,2024-05-14,00:00:00,59,Toilet Paper,Household,24.07,9,0,9,0.07,216.63,5,Eastville,Miami,Southeast,14,Timothy Wong,Cashier,Gift Card,46.0,Paul Wilson
500,2024-04-15,00:00:00,57,Desserts,Frozen Foods,47.74,5,0,5,0.0,238.7,3,Northgate,Chicago,Midwest,12,David Garcia,Cashier,Gift Card,,
501,2024-04-30,00:00:00,18,Potatoes,Produce,31.49,9,8,1,0.19,31.49,3,Northgate,Chicago,Midwest,10,Lisa Hensley,Stocker,Mobile Payment,393.0,Douglas Gregory
502,2024-02-29,00:00:00,56,Meals,Frozen Foods,8.4,1,0,1,0.04,8.4,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Gift Card,128.0,Mr. Andrew Foster
503,2024-02-26,00:00:00,21,Beef,Meat,27.97,5,0,5,0.13,139.85,4,Southcenter,Houston,South,13,Holly Wood,Cashier,Gift Card,,
504,2024-03-09,00:00:00,35,Coffee,Beverages,43.5,7,0,7,0.01,304.5,3,Northgate,Chicago,Midwest,18,Daniel Hahn,Stocker,Credit Card,327.0,Aimee Turner
505,2024-03-10,00:00:00,59,Toilet Paper,Household,24.33,10,0,10,0.06,243.3,5,Eastville,Miami,Southeast,15,Nicholas Martin,Sales Associate,Credit Card,274.0,Chad Scott
506,2024-03-13,00:00:00,3,Yogurt,Dairy,27.18,5,0,5,0.09,135.9,2,Westside,Los Angeles,West,4,Cristian Santos,Sales Associate,Cash,78.0,Adam Burgess
507,2024-03-28,00:00:00,2,Cheese,Dairy,18.11,7,0,7,0.16,126.77,4,Southcenter,Houston,South,7,Gabrielle Davis,Cashier,Debit Card,406.0,James Padilla
508,2024-02-07,00:00:00,5,Cream,Dairy,32.39,1,0,1,0.08,32.39,3,Northgate,Chicago,Midwest,3,Allen Robinson,Manager,Gift Card,99.0,Sandra Drake
509,2024-02-01,00:00:00,33,Soda,Beverages,11.44,4,0,4,0.19,45.76,4,Southcenter,Houston,South,1,Allison Hill,Cashier,Credit Card,,
510,2024-01-25,00:00:00,5,Cream,Dairy,33.8,9,0,9,0.04,304.2,2,Westside,Los Angeles,West,15,Nicholas Martin,Sales Associate,Mobile Payment,160.0,Scott Williams
511,2024-05-20,00:00:00,42,Popcorn,Snacks,18.51,9,0,9,0.1,166.59,2,Westside,Los Angeles,West,2,Megan Mcclain,Cashier,Debit Card,455.0,Thomas Atkins
512,2024-03-01,00:00:00,7,Bread,Bakery,46.46,7,0,7,0.03,325.22,2,Westside,Los Angeles,West,4,Cristian Santos,Sales Associate,Debit Card,203.0,Laura Mckinney
513,2024-05-28,00:00:00,32,Water,Beverages,39.24,8,0,8,0.03,313.92,1,Downtown,New York,East,2,Megan Mcclain,Cashier,Cash,256.0,Brian Smith
514,2024-01-16,00:00:00,12,Pastries,Bakery,6.91,1,0,1,0.03,6.91,5,Eastville,Miami,Southeast,11,Amber Perez,Assistant Manager,Gift Card,,
515,2024-03-22,00:00:00,17,Lettuce,Produce,2.76,9,0,9,0.15,24.84,4,Southcenter,Houston,South,8,Lindsey Roman,Stocker,Mobile Payment,,
516,2024-02-04,00:00:00,3,Yogurt,Dairy,26.88,5,0,5,0.1,134.4,4,Southcenter,Houston,South,12,David Garcia,Cashier,Mobile Payment,278.0,Robert Montgomery
517,2024-02-17,00:00:00,63,Shampoo,Personal Care,16.42,9,0,9,0.15,147.78,2,Westside,Los Angeles,West,19,Matthew Foster,Cashier,Debit Card,,
518,2024-02-09,00:00:00,21,Beef,Meat,30.54,8,0,8,0.05,244.32,1,Downtown,New York,East,17,Crystal Johnson,Stocker,Debit Card,398.0,Tamara Davis
519,2024-01-05,00:00:00,65,Deodorant,Personal Care,38.65,10,0,10,0.16,386.5,4,Southcenter,Houston,South,6,Melissa Peterson,Sales Associate,Credit Card,33.0,Dana Chapman
520,2024-05-07,00:00:00,50,Corn,Canned Goods,25.31,9,0,9,0.06,227.79,2,Westside,Los Angeles,West,17,Crystal Johnson,Stocker,Mobile Payment,57.0,Jennifer Collins
521,2024-01-12,00:00:00,13,Apples,Produce,4.81,3,0,3,0.01,14.43,5,Eastville,Miami,Southeast,3,Allen Robinson,Manager,Cash,51.0,Gary Jackson
522,2024-05-05,00:00:00,5,Cream,Dairy,30.98,9,0,9,0.12,278.82,5,Eastville,Miami,Southeast,13,Holly Wood,Cashier,Cash,311.0,Ashley Hicks
523,2024-05-05,00:00:00,10,Cookies,Bakery,26.6,2,0,2,0.13,53.2,1,Downtown,New York,East,7,Gabrielle Davis,Cashier,Debit Card,481.0,Hannah Luna
524,2024-03-09,00:00:00,54,Ice Cream,Frozen Foods,31.37,9,2,7,0.17,219.59,3,Northgate,Chicago,Midwest,2,Megan Mcclain,Cashier,Cash,,
525,2024-02-29,00:00:00,67,Razors,Personal Care,6.22,9,0,9,0.04,55.98,1,Downtown,New York,East,4,Cristian Santos,Sales Associate,Credit Card,486.0,Robin Young
526,2024-04-16,00:00:00,23,Turkey,Meat,9.92,2,0,2,0.12,19.84,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Mobile Payment,,
527,2024-02-16,00:00:00,55,Vegetables,Frozen Foods,6.02,9,0,9,0.07,54.18,1,Downtown,New York,East,6,Melissa Peterson,Sales Associate,Credit Card,308.0,Craig Morrison
528,2024-05-20,00:00:00,57,Desserts,Frozen Foods,43.92,6,0,6,0.08,263.52,3,Northgate,Chicago,Midwest,11,Amber Perez,Assistant Manager,Mobile Payment,,
529,2024-05-24,00:00:00,42,Popcorn,Snacks,17.48,9,0,9,0.15,157.32,5,Eastville,Miami,Southeast,8,Lindsey Roman,Stocker,Debit Card,232.0,Mary Thompson
530,2024-01-09,00:00:00,58,Paper Towels,Household,43.76,5,0,5,0.1,218.8,4,Southcenter,Houston,South,1,Allison Hill,Cashier,Debit Card,114.0,Kathleen Webster
531,2024-03-11,00:00:00,28,Shrimp,Seafood,12.66,9,0,9,0.11,113.94,3,Northgate,Chicago,Midwest,1,Allison Hill,Cashier,Gift Card,20.0,Joann Glass
532,2024-02-05,00:00:00,59,Toilet Paper,Household,22.77,5,0,5,0.12,113.85,3,Northgate,Chicago,Midwest,5,Kevin Pacheco,Sales Associate,Credit Card,154.0,Madison Weber
533,2024-05-25,00:00:00,12,Pastries,Bakery,6.12,4,0,4,0.14,24.48,5,Eastville,Miami,Southeast,13,Holly Wood,Cashier,Mobile Payment,423.0,Lori Hernandez
534,2024-01-10,00:00:00,13,Apples,Produce,4.08,10,0,10,0.16,40.8,5,Eastville,Miami,Southeast,10,Lisa Hensley,Stocker,Debit Card,419.0,Jeremy Turner
535,2024-02-28,00:00:00,56,Meals,Frozen Foods,7.61,10,0,10,0.13,76.1,4,Southcenter,Houston,South,4,Cristian Santos,Sales Associate,Mobile Payment,269.0,Anthony Romero
536,2024-05-24,00:00:00,6,Eggs,Dairy,12.57,3,0,3,0.14,37.71,3,Northgate,Chicago,Midwest,18,Daniel Hahn,Stocker,Credit Card,375.0,Jesse Brown
537,2024-05-27,00:00:00,51,Tomatoes,Canned Goods,39.29,9,0,9,0.09,353.61,4,Southcenter,Houston,South,20,Derek Wright,Stocker,Mobile Payment,173.0,Angela Lin
538,2024-01-13,00:00:00,11,Cake,Bakery,36.02,9,0,9,0.02,324.18,4,Southcenter,Houston,South,19,Matthew Foster,Cashier,Gift Card,358.0,Lisa Hunter
539,2024-05-23,00:00:00,17,Lettuce,Produce,2.83,4,0,4,0.13,11.32,2,Westside,Los Angeles,West,16,Margaret Hawkins DDS,Sales Associate,Credit Card,377.0,Julian Conner
540,2024-03-09,00:00:00,32,Water,Beverages,33.17,7,0,7,0.18,232.19,2,Westside,Los Angeles,West,3,Allen Robinson,Manager,Cash,212.0,Joanna Pacheco
541,2024-02-18,00:00:00,55,Vegetables,Frozen Foods,5.63,6,0,6,0.13,33.78,3,Northgate,Chicago,Midwest,12,David Garcia,Cashier,Debit Card,180.0,Erica Alvarez
542,2024-04-22,00:00:00,57,Desserts,Frozen Foods,45.35,1,0,1,0.05,45.35,5,Eastville,Miami,Southeast,5,Kevin Pacheco,Sales Associate,Debit Card,373.0,Antonio Garcia
543,2024-03-03,00:00:00,11,Cake,Bakery,30.51,10,0,10,0.17,305.1,1,Downtown,New York,East,2,Megan Mcclain,Cashier,Debit Card,356.0,Gwendolyn Klein
544,2024-04-30,00:00:00,15,Oranges,Produce,37.73,1,0,1,0.15,37.73,3,Northgate,Chicago,Midwest,15,Nicholas Martin,Sales Associate,Credit Card,268.0,Carrie Wright
545,2024-02-06,00:00:00,34,Juice,Beverages,37.51,1,0,1,0.18,37.51,5,Eastville,Miami,Southeast,16,Margaret Hawkins DDS,Sales Associate,Gift Card,88.0,Jeffrey Mills
546,2024-03-10,00:00:00,8,Bagels,Bakery,4.87,1,0,1,0.19,4.87,3,Northgate,Chicago,Midwest,7,Gabrielle Davis,Cashier,Cash,139.0,Jake Campbell
547,2024-03-15,00:00:00,47,Soup,Canned Goods,36.63,7,0,7,0.08,256.41,1,Downtown,New York,East,1,Allison Hill,Cashier,Cash,,
548,2024-01-23,00:00:00,63,Shampoo,Personal Care,15.65,3,0,3,0.19,46.95,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Gift Card,,
549,2024-05-15,00:00:00,3,Yogurt,Dairy,27.48,5,0,5,0.08,137.4,1,Downtown,New York,East,8,Lindsey Roman,Stocker,Credit Card,351.0,George Harper
550,2024-03-01,00:00:00,46,Candy,Snacks,8.41,9,0,9,0.01,75.69,3,Northgate,Chicago,Midwest,10,Lisa Hensley,Stocker,Debit Card,,
551,2024-02-27,00:00:00,4,Butter,Dairy,35.13,3,0,3,0.08,105.39,5,Eastville,Miami,Southeast,9,Valerie Gray,Cashier,Credit Card,196.0,Maria Jones
552,2024-04-16,00:00:00,67,Razors,Personal Care,5.9,4,0,4,0.09,23.6,5,Eastville,Miami,Southeast,8,Lindsey Roman,Stocker,Debit Card,,
553,2024-02-03,00:00:00,43,Nuts,Snacks,43.89,4,0,4,0.12,175.56,4,Southcenter,Houston,South,18,Daniel Hahn,Stocker,Credit Card,,
554,2024-04-20,00:00:00,40,Chips,Snacks,24.39,3,0,3,0.11,73.17,5,Eastville,Miami,Southeast,5,Kevin Pacheco,Sales Associate,Credit Card,286.0,Michael Mitchell
555,2024-02-07,00:00:00,16,Tomatoes,Produce,24.02,1,0,1,0.18,24.02,2,Westside,Los Angeles,West,11,Amber Perez,Assistant Manager,Mobile Payment,,
556,2024-02-08,00:00:00,39,Wine,Beverages,12.56,4,0,4,0.04,50.24,4,Southcenter,Houston,South,9,Valerie Gray,Cashier,Gift Card,311.0,Mary Escobar
557,2024-02-29,00:00:00,30,Crab,Seafood,36.38,1,0,1,0.14,36.38,5,Eastville,Miami,Southeast,8,Lindsey Roman,Stocker,Mobile Payment,434.0,Felicia Aguilar
558,2024-04-09,00:00:00,61,Soap,Household,40.97,8,0,8,0.03,327.76,3,Northgate,Chicago,Midwest,6,Melissa Peterson,Sales Associate,Credit Card,392.0,Gregory Ponce
559,2024-02-26,00:00:00,2,Cheese,Dairy,21.34,4,0,4,0.01,85.36,3,Northgate,Chicago,Midwest,14,Timothy Wong,Cashier,Mobile Payment,,
560,2024-03-04,00:00:00,63,Shampoo,Personal Care,19.13,7,0,7,0.01,133.91,3,Northgate,Chicago,Midwest,15,Nicholas Martin,Sales Associate,Mobile Payment,,
561,2024-05-17,00:00:00,51,Tomatoes,Canned Goods,37.13,9,0,9,0.14,334.17,5,Eastville,Miami,Southeast,19,Matthew Foster,Cashier,Cash,232.0,Jenna Larson
562,2024-05-12,00:00:00,59,Toilet Paper,Household,22.0,9,0,9,0.15,198.0,1,Downtown,New York,East,8,Lindsey Roman,Stocker,Gift Card,392.0,Emily Bennett
563,2024-04-22,00:00:00,7,Bread,Bakery,40.71,7,0,7,0.15,284.97,2,Westside,Los Angeles,West,10,Lisa Hensley,Stocker,Debit Card,217.0,Robin Santiago
564,2024-05-12,00:00:00,38,Beer,Beverages,6.96,3,0,3,0.13,20.88,5,Eastville,Miami,Southeast,2,Megan Mcclain,Cashier,Cash,,
565,2024-05-19,00:00:00,15,Oranges,Produce,41.73,3,0,3,0.06,125.19,2,Westside,Los Angeles,West,19,Matthew Foster,Cashier,Cash,303.0,Nancy Jennings
566,2024-03-05,00:00:00,26,Salmon,Seafood,22.28,6,0,6,0.18,133.68,4,Southcenter,Houston,South,3,Allen Robinson,Manager,Credit Card,,
567,2024-04-25,00:00:00,16,Tomatoes,Produce,25.19,6,0,6,0.14,151.14,1,Downtown,New York,East,4,Cristian Santos,Sales Associate,Gift Card,82.0,Maria Henderson
568,2024-01-12,00:00:00,49,Tuna,Canned Goods,17.53,3,0,3,0.11,52.59,5,Eastville,Miami,Southeast,13,Holly Wood,Cashier,Credit Card,75.0,Jack White
569,2024-03-19,00:00:00,23,Turkey,Meat,9.13,5,0,5,0.19,45.65,1,Downtown,New York,East,14,Timothy Wong,Cashier,Debit Card,61.0,Travis Tucker
570,2024-03-05,00:00:00,17,Lettuce,Produce,2.7,1,0,1,0.17,2.7,2,Westside,Los Angeles,West,1,Allison Hill,Cashier,Gift Card,,
571,2024-05-30,00:00:00,64,Toothpaste,Personal Care,24.96,8,0,8,0.09,199.68,2,Westside,Los Angeles,West,7,Gabrielle Davis,Cashier,Gift Card,126.0,Chad Jones
572,2024-02-23,00:00:00,36,Tea,Beverages,11.31,1,0,1,0.01,11.31,5,Eastville,Miami,Southeast,18,Daniel Hahn,Stocker,Debit Card,438.0,Ashley Wise
573,2024-03-17,00:00:00,5,Cream,Dairy,34.86,6,0,6,0.01,209.16,5,Eastville,Miami,Southeast,20,Derek Wright,Stocker,Mobile Payment,,
574,2024-05-26,00:00:00,21,Beef,Meat,29.26,9,0,9,0.09,263.34,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Gift Card,19.0,Sophia Johnson
575,2024-04-04,00:00:00,12,Pastries,Bakery,6.05,7,0,7,0.15,42.35,3,Northgate,Chicago,Midwest,11,Amber Perez,Assistant Manager,Gift Card,242.0,Ralph Anderson
576,2024-03-25,00:00:00,18,Potatoes,Produce,37.32,9,0,9,0.04,335.88,1,Downtown,New York,East,9,Valerie Gray,Cashier,Credit Card,56.0,Christopher Guerra
577,2024-03-14,00:00:00,12,Pastries,Bakery,6.69,7,0,7,0.06,46.83,4,Southcenter,Houston,South,20,Derek Wright,Stocker,Gift Card,320.0,Rhonda Martin
578,2024-05-24,00:00:00,46,Candy,Snacks,7.39,8,0,8,0.13,59.12,2,Westside,Los Angeles,West,20,Derek Wright,Stocker,Mobile Payment,,
579,2024-01-01,00:00:00,30,Crab,Seafood,35.95,2,1,1,0.15,35.95,3,Northgate,Chicago,Midwest,7,Gabrielle Davis,Cashier,Credit Card,,
580,2024-03-26,00:00:00,54,Ice Cream,Frozen Foods,32.88,6,0,6,0.13,197.28,4,Southcenter,Houston,South,2,Megan Mcclain,Cashier,Cash,354.0,Jason Rhodes
581,2024-03-19,00:00:00,37,Energy Drinks,Beverages,19.17,5,0,5,0.06,95.85,3,Northgate,Chicago,Midwest,3,Allen Robinson,Manager,Cash,171.0,Jeremy Mitchell
582,2024-01-08,00:00:00,44,Crackers,Snacks,21.56,3,0,3,0.17,64.68,4,Southcenter,Houston,South,19,Matthew Foster,Cashier,Mobile Payment,,
583,2024-02-09,00:00:00,5,Cream,Dairy,31.34,8,0,8,0.11,250.72,2,Westside,Los Angeles,West,16,Margaret Hawkins DDS,Sales Associate,Debit Card,417.0,Joann Ferguson
584,2024-03-17,00:00:00,53,Pizza,Frozen Foods,32.34,10,0,10,0.06,323.4,1,Downtown,New York,East,17,Crystal Johnson,Stocker,Gift Card,296.0,Robert Harrison
585,2024-02-08,00:00:00,43,Nuts,Snacks,46.38,5,0,5,0.07,231.9,3,Northgate,Chicago,Midwest,3,Allen Robinson,Manager,Mobile Payment,432.0,Holly Valentine
586,2024-04-09,00:00:00,22,Pork,Meat,7.45,3,0,3,0.17,22.35,5,Eastville,Miami,Southeast,20,Derek Wright,Stocker,Debit Card,,
587,2024-04-15,00:00:00,41,Pretzels,Snacks,20.89,2,0,2,0.05,41.78,1,Downtown,New York,East,9,Valerie Gray,Cashier,Mobile Payment,,
588,2024-03-18,00:00:00,39,Wine,Beverages,10.99,3,0,3,0.16,32.97,2,Westside,Los Angeles,West,17,Crystal Johnson,Stocker,Credit Card,,
589,2024-05-03,00:00:00,57,Desserts,Frozen Foods,44.4,9,0,9,0.07,399.6,5,Eastville,Miami,Southeast,1,Allison Hill,Cashier,Mobile Payment,,
590,2024-01-26,00:00:00,40,Chips,Snacks,26.59,9,0,9,0.03,239.31,3,Northgate,Chicago,Midwest,5,Kevin Pacheco,Sales Associate,Cash,366.0,Mrs. Diane Reyes
591,2024-03-20,00:00:00,67,Razors,Personal Care,5.7,1,0,1,0.12,5.7,1,Downtown,New York,East,1,Allison Hill,Cashier,Cash,456.0,Tracy Montoya
592,2024-03-20,00:00:00,6,Eggs,Dairy,13.74,1,0,1,0.06,13.74,1,Downtown,New York,East,17,Crystal Johnson,Stocker,Credit Card,99.0,Brenda Wright
593,2024-03-22,00:00:00,37,Energy Drinks,Beverages,19.37,8,0,8,0.05,154.96,3,Northgate,Chicago,Midwest,18,Daniel Hahn,Stocker,Credit Card,8.0,Shelly Spencer
594,2024-05-18,00:00:00,66,Lotion,Personal Care,16.04,6,0,6,0.05,96.24,1,Downtown,New York,East,7,Gabrielle Davis,Cashier,Debit Card,88.0,Ryan Rosales
595,2024-03-27,00:00:00,10,Cookies,Bakery,29.66,9,0,9,0.03,266.94,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Mobile Payment,,
596,2024-01-14,00:00:00,7,Bread,Bakery,45.98,2,0,2,0.04,91.96,1,Downtown,New York,East,13,Holly Wood,Cashier,Gift Card,,
597,2024-03-20,00:00:00,58,Paper Towels,Household,41.81,6,0,6,0.14,250.86,5,Eastville,Miami,Southeast,12,David Garcia,Cashier,Gift Card,473.0,Phillip Nelson
598,2024-01-24,00:00:00,60,Detergent,Household,41.04,8,0,8,0.06,328.32,5,Eastville,Miami,Southeast,5,Kevin Pacheco,Sales Associate,Mobile Payment,486.0,Brittany Kim
599,2024-03-07,00:00:00,29,Cod,Seafood,10.11,6,0,6,0.14,60.66,2,Westside,Los Angeles,West,20,Derek Wright,Stocker,Debit Card,,
600,2024-01-08,00:00:00,42,Popcorn,Snacks,19.13,2,0,2,0.07,38.26,4,Southcenter,Houston,South,16,Margaret Hawkins DDS,Sales Associate,Mobile Payment,,
601,2024-05-27,00:00:00,37,Energy Drinks,Beverages,18.76,3,0,3,0.08,56.28,3,Northgate,Chicago,Midwest,20,Derek Wright,Stocker,Cash,333.0,Courtney Hayes
602,2024-04-28,00:00:00,10,Cookies,Bakery,29.05,7,0,7,0.05,203.35,3,Northgate,Chicago,Midwest,18,Daniel Hahn,Stocker,Credit Card,499.0,Alexander Brown
603,2024-03-28,00:00:00,62,Cleaning Supplies,Household,27.14,4,0,4,0.12,108.56,4,Southcenter,Houston,South,3,Allen Robinson,Manager,Mobile Payment,176.0,Cynthia Vang
